"Compound id"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"3638_487.3108_3.87NA"	"0.00945378075656713"	"0.991592372823024"
"7910_506.2943_4.12NA"	"0.0070074893946303"	"0.815796633900991"
"4994_507.2808_4.15NA"	"0.00894796740926772"	"0.74193701757056"
"5628_808.4183_3.27NA"	"0.00537561316740883"	"0.739971775312183"
"3877_826.9696_5.38NA"	"0.00655704534395163"	"0.734927622488419"
"9027_507.2825_4.1NA"	"0.00628472387605514"	"0.714125715292235"
"2449_394.1972_3.68NA"	"0.00514311916154022"	"0.648542339500864"
"3908_897.0032_5.38NA"	"0.00410889048552421"	"0.641943004160424"
"5510_550.9807_5.38NA"	"0.00667674030054679"	"0.59963874036273"
"7442_310.1773_3.13NA"	"0.00417779173568647"	"0.571759244745051"
"5727_475.2725_3.46NCGC00380147-01_C26H34O8_"	"0.00403241385985288"	"0.544917283541372"
"6574_740.4167_3.63NA"	"0.00346210546210546"	"0.539670661203927"
"3731_594.252_2.87NA"	"0.00493826491373181"	"0.538681766430913"
"5487_506.2928_4.12NA"	"0.00420539152759949"	"0.537660482013075"
"6943_306.7122_1.4NA"	"0.00391929382798948"	"0.476298163065655"
"3907_880.4861_2.91NA"	"0.00418692496877947"	"0.472311160685861"
"5472_488.3098_3.83NA"	"0.00422535872535872"	"0.464420010784151"
"3685_547.5679_4.79NA"	"0.00329478425794215"	"0.455330144261283"
"7710_475.2706_3.43NCGC00380147-01_C26H34O8_"	"0.00359131186108874"	"0.454249792363312"
"5281_166.0862_1.43Massbank:PB000409 Phenylalanine|2-amino-3-phenylpropanoic acid"	"0.0032877778341193"	"0.450599579272177"
"3708_571.0537_4.83NA"	"0.00296550199026979"	"0.445976550798732"
"3004_466.2321_3.14NCGC00381428-01_C25H39NO7_(7E)-6-Hydroperoxy-11,12-dihydroxy-3-isobutyl-13-methoxy-4,5,8-trimethyl-3,3a,6,6a,9,10,11,12,13,14-decahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione"	"0.00301733884660714"	"0.442672388491148"
"2525_537.2579_3.57NA"	"0.00244727801268499"	"0.441204988930132"
"5342_333.1896_1.3NA"	"0.00320997498436523"	"0.436230022613325"
"5045_618.855_5.24NA"	"0.0038636988199474"	"0.433199135965606"
"3624_474.2547_3.02NA"	"0.00485069109993209"	"0.411216504387368"
"3732_598.3377_5.38NA"	"0.00385411255411255"	"0.390145848265941"
"11901_440.7463_2.91NA"	"0.0030374269005848"	"0.389484882215486"
"3502_337.6936_2.88NA"	"0.003491844250551"	"0.38250998854331"
"5701_1022.9637_2.78NA"	"0.00350403034613561"	"0.378551879273793"
